,ref,ERR1013161,ERR1013162,ERR1013163,ERR1013164,ERR1013165,ERR1013166,ERR1013167,ERR1013168,ERR1013169,ERR1013170,ERR1013171,ERR1013172,ERR1013173,ERR1013174,ERR1013175,ERR1013176,ERR1013177,ERR1013178,ERR1013179
TAEGUT_ERVK_SoloLTR_3291,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_5193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_12793,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_17942,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_10690,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_7200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_4487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_2584,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_6399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_20491,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_23960,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_1354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_2047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_16897,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_5449,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_16018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_11004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_664,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_14755,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_5933,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_12635,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_12596,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_11702,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_10508,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_14458,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_14940,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_23754,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_15120,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_7147,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_20075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_15963,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_8012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_9036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_9249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_6937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_9821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_15020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_18553,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_23054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_13336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_7430,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_3430,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_13070,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_18214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_12552,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_18490,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_4932,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_17713,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_16502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_4868,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_18369,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_23695,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_19122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_6560,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_17110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_9341,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_4339,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_14907,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_23596,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
TAEGUT_ERVK_SoloLTR_194,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_23608,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_1086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_18396,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_12806,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_24030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_24114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_16946,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_22139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_14340,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_17050,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_19268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_12870,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_12406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_11448,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_8002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_1920,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_12206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_16571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_5948,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_5811,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_14771,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_4124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_2442,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_16135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_17748,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_9008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_1826,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_18088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_5351,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_16296,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_8703,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_20925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_13798,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_8039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_7673,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_23114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_4901,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_1276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_7052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_7095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_24078,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_12703,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_5902,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_17761,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_2825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_11657,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_7362,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_4347,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_5140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_11159,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_5709,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_10425,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_1072,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_8890,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_17519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_10658,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_24028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_10708,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_8489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_15523,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_546,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_5347,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_2184,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_11543,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_5516,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_1158,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_5346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_17979,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_23170,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_1738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_22135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_19933,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_18660,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_10589,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_22844,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_3920,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_19246,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_16869,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_21086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_16444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_7906,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_5806,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_9995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_16450,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_21705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_6977,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_19982,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_11059,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_8993,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_11903,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_448,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_9735,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_16739,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_22071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_1737,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_3384,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_9807,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_12844,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_9619,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_2531,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_20951,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_15279,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_4140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_5609,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_8560,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_13546,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_20054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_10217,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_9117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_22776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_2907,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_20461,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_7375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_22446,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_22988,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_1990,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_8725,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_15740,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_23280,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_6223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_21503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_16944,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_6320,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_19627,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_6850,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_15177,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_8953,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_20457,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_20151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_4574,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_9040,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_16242,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_9123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_21240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_21210,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_20184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_15972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_15254,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_20695,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_16779,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_693,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_5139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_4925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_9148,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_19902,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_23424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_18716,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_3105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_14719,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_4315,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_23105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_4493,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_19625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_24123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_4857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_19717,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAEGUT_ERVK_SoloLTR_9504,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
